"AIRPORT","AIRPORT_ID","LATITUDE","LONGITUDE","Closest_Station"
"KY",16978,38.215,-83.5875,"USI0000KSYM"
"KY1",12859,37.573055555,-84.77083333,"USW00000144"
"KY2",12860,37.54375,-87.95375,"USI0000KTWT"
"KY3",12861,38.05805556,-83.97944444,"USW00000146"
"KY4",12862,37.80777778,-87.685694445,"USW00053886"
"KY5",12863,37.355666664,-87.398555552,"USW00000421"
"KY6",16784,36.76972222,-88.58472222,"USI0000KM25"
"KY7",16978,38.215,-83.5875,"USI0000KSYM"
"KYC",12865,63.00222222,-156.3663889,"USW00026536"
"KYK",12866,57.56611111,-154.45194445,"USI0000PAKH"
"KYU",12868,64.876944445,-157.7218056,"USW00026501"
"KZB",12869,57.55,-153.75,"USI0000PAKH"
"KZH",12870,57.58305556,-153.15,"USL000KDAA2"
"L41",16428,36.811666665,-111.64555555,"USW00053164"
"LA1",16537,31.73583333,-93.09916667,"USW00053943"
"LA2",16558,30.52166667,-90.41833333,"USW00003908"
"LA3",16762,30.0873148133333,-90.58277778,"USI0000KAPS"
"LA4",16819,30.71833333,-91.47861111,"USW00000457"
"LA5",16872,29.44111111,-90.26111111,"USW00012993"
"LAA",12873,38.06935185,-102.689166666667,"USW00003013"
"LAF",12878,40.4120370333333,-86.93472222,"USW00014835"
"LAL",12882,27.98826389,-82.0177777775,"USC00084802"
"LAM",12883,35.87972222,-106.26902775,"USW00093091"
"LAN",12884,42.7789814833333,-84.58759259,"USW00014836"
"LAR",12888,41.312777775,-105.6740278,"USW00024022"
"LAS",12889,36.079930555,-115.153888875,"USW00023169"
"LAW",12891,34.56875,-98.41638889,"USW00003950"
"LAX",12892,33.9425347225,-118.4078125125,"USW00023174"
"LBB",12896,33.6634126971429,-101.821984142857,"USW00023042"
"LBE",12898,40.2747222233333,-79.4065740766667,"USW00054735"
"LBF",12899,41.12722222,-100.6901389,"USW00024023"
"LBL",12902,37.044111112,-100.96,"USW00023020"
"LBT",12906,34.609999998,-79.059111108,"USW00013776"
"LCH",12915,30.1287962966667,-93.22564815,"USI0000KLCH"
"LCI",12916,43.572222225,-71.419444445,"USW00054736"
"LCK",12917,39.81388889,-82.92925926,"USW00013812"
"LCQ",15980,30.18194444,-82.57694444,"USI0000KLCQ"
"LDJ",12925,40.6175,-74.2446759233333,"USW00000178"
"LDM",12927,43.9623148133333,-86.4091666666667,"USW00004883"
"LEB",12932,43.627083335,-72.305,"USW00094765"
"LEE",12934,28.82277778,-81.80875,"USW00012819"
"LEW",12944,44.047916665,-70.28375,"USW00094709"
"LEX",12945,38.0377777766667,-84.60537037,"USW00093820"
"LFI",12947,37.08277778,-76.360694445,"USW00013702"
"LFK",12948,31.234055558,-94.750055556,"USW00093987"
"LFT",12951,30.2050462966667,-91.98763889,"USW00013976"
"LGA",12953,40.777777775,-73.8733333325,"USW00014732"
"LGB",12954,33.8177380971429,-118.151507942857,"USW00023129"
"LGC",12955,33.00888889,-85.07287037,"USW00003821"
"LGD",12956,45.2896825385714,-118.006309514286,"USW00024148"
"LGM",12961,40.16166667,-105.1613889,"USW00000164"
"LGU",12965,41.7901851866667,-111.8527778,"USW00094128"
"LHB",12968,54.22611111,-165.6111111,"USI0000PAUT"
"LHQ",12971,39.75555556,-82.65722222,"USW00053844"
"LHU",12973,34.45833333,-114.3611111,"USI0000KHII"
"LHV",12974,41.135694445,-77.42222222,"USC00365790"
"LHX",12976,38.050416665,-103.51055555,"USW00023067"
"LIA",16438,40.7625,-84.17916667,"USC00334551"
"LIC",12979,39.27375,-103.6658333,"USW00093010"
"LIH",12982,21.97763889,-159.3423611,"USW00022536"
"LIJ",12983,54.9,-132.75,"USW00025376"
"LIT",12992,34.7293055533333,-92.22634259,"USW00013963"
"LIV",12993,65.53111111,-148.5411111,"USC00505880"
"LIY",12995,31.8887037033333,-81.5618518533333,"USW00003875"
"LIZ",12996,46.9503703733333,-67.8860185166667,"USW00094645"
"LJN",12999,29.03833333,-95.45694444,"USW00012976"
"LJY",13001,37.646388885,-92.6525,"USI0000KLBO"
"LKE",13002,47.62888889,-122.3386111,"USL000EBSW1"
"LKK",13003,58.972277776,-155.1057778,"USW00025521"
"LKP",13008,44.26444444,-73.961805555,"USC00304555"
"LKV",13009,42.16111111,-120.39861115,"USW00094285"
"LLX",14347,44.56916667,-72.01805556,"USW00000151"
"LLY",13015,39.943055555,-74.84472222,"USW00093780"
"LMA",13016,63.88597222,-152.3019444,"USW00026512"
"LMS",13023,33.144444445,-89.061805555,"USI0000KLMS"
"LMT",13024,42.1572685183333,-121.733564833333,"USW00024224"
"LNA",16829,26.59305556,-80.085,"USI0000KLNA"
"LND",13026,42.8153703733333,-108.72902775,"USW00024021"
"LNI",13028,70.91097222,-153.24055555,"USW00027512"
"LNK",13029,40.85083333,-96.75902778,"USW00014939"
"LNL",13030,46.153222224,-89.212888886,"USW00014886"
"LNN",16935,41.68416667,-81.38972222,"USI0000KLNN"
"LNP",13031,36.986666665,-82.53152778,"USW00063802"
"LNR",16765,43.21194444,-90.17972222,"USW00014921"
"LNS",13032,40.121666665,-76.29708333,"USW00054737"
"LNT",13033,32.8134126942857,-85.2300793614286,"USC00099291"
"LNY",13034,20.78513889,-156.95041665,"USW00022524"
"LOI",13038,27.61555556,-99.52,"USA00722525"
"LOL",13039,40.066722224,-118.56444446,"USW00024172"
"LOT",12306,41.60805556,-88.09625,"USC00117457"
"LOU",13044,38.22763889,-85.66361111,"USW00013810"
"LOW",16910,38.00972222,-77.97,"USW00003715"
"LOZ",13046,37.08708333,-84.07722222,"USW00003849"
"LPC",13049,34.665833335,-120.4665278,"USW00023243"
"LPO",13052,41.57263889,-86.734305555,"USW00000347"
"LPR",15534,41.34416667,-82.17777778,"USW00004849"
"LPS",13055,48.483333335,-122.9366667,"USW00094276"
"LPW",13057,56.38333333,-134.8333333,"USL000LPWA2"
"LQK",13058,34.81,-82.70277778,"USW00000271"
"LRD",13061,27.54425926,-99.4614814833333,"USW00012907"
"LRF",13063,34.91761111,-92.144444446,"USW00003930"
"LRG",13064,55.60166667,-131.635,"USW00025325"
"LRN",13069,47.14305556,-119.2402778,"USW00024110"
"LRO",13070,37.83666667,-121.2722222,"USW00023237"
"LRU",13072,32.290138885,-106.92180555,"USW00093041"
"LSD",13075,38.09111111,-84.31666667,"USC00156170"
"LSE",13076,43.87877778,-91.256611114,"USW00014920"
"LSF",13077,32.335111112,-84.989888888,"USW00013829"
"LSN",13080,37.063472225,-120.86944445,"USW00093243"
"LSR",13083,65.39611111,-167.1630556,"USI0000PAPC"
"LSV",13087,36.235,-115.0338889,"USW00023173"
"LTS",13097,34.6661111133333,-99.2698148166667,"USW00013902"
"LUF",13102,33.535,-112.3830556,"USW00023111"
"LUK",13105,39.103055555,-84.42,"USW00093812"
"LUL",13106,31.670972225,-89.17152778,"USW00053808"
"LUP",13109,21.21111111,-156.97402775,"USC00514778"
"LUR",13111,68.875416665,-166.10902775,"USW00026631"
"LVD",13115,61.35888889,-155.4402778,"USW00026534"
"LVK",13117,37.69347222,-121.8202778,"USW00023285"
"LVM",13118,45.66666667,-110.5666667,"USC00245088"
"LVS",13120,35.65416667,-105.1425,"USW00023054"
"LWB",13121,37.859027775,-80.399027775,"USW00053801"
"LWC",13122,39.0104629633333,-95.21675926,"USW00003997"
"LWF",13123,35.234305555,-87.25805556,"USI0000K2M2"
"LWL",13124,41.115555555,-114.92277775,"USC00262570"
"LWM",13125,42.71722222,-71.1233333316667,"USW00094723"
"LWS",13127,46.37458333,-117.0148611,"USW00024149"
"LWT",13128,47.05013889,-109.4688889,"USW00024036"
"LWV",13129,38.763611115,-87.603333335,"USW00013809"
"LXN",13132,40.79055556,-99.77583333,"USW00014994"
"LXV",13135,39.21986111,-106.31625,"USW00093009"
"LYH",13139,37.3262962966667,-79.20111111,"USW00013733"
"LYU",13144,47.824166665,-91.830138885,"USW00094964"
"LZU",13151,33.97791667,-83.96236111,"USW00063803"
"M91",11387,36.53666667,-86.92111111,"USI0000KM91"
"MA1",13152,41.35833333,-70.52444444,"USW00094724"
"MA2",16479,42.59152778,-72.52291667,"USW00054756"
"MA3",16487,41.87444444,-71.01652778,"USW00054777"
"MA4",16526,42.097916665,-70.67263889,"USW00064774"
"MA5",16543,42.32805556,-72.6112037033333,"USP190121-1"
"MA6",16807,42.10638889,-71.51,"USW00064710"
"MAC",13155,32.822055556,-83.561999996,"USA00749496"
"MAE",13157,36.9877314816667,-120.112175933333,"USW00093242"
"MAF",13158,31.942166666,-102.2018333,"USC00415893"
"MAW",13173,36.599444445,-89.99236111,"USC00235207"
"MAZ",13176,18.25666667,-67.14847222,"RQW00011653"
"MBL",13182,44.273194445,-86.250138885,"USW00094894"
"MBS",13184,43.5321296333333,-84.08101852,"USW00014845"
"MBY",13188,39.4634259266667,-92.4262962966667,"USI0000KMBY"
"MCB",13191,31.17847222,-90.471805555,"USW00093919"
"MCC",13192,38.66777778,-121.3998148,"USW00023208"
"MCD",13193,45.86486111,-84.63722222,"USW00054820"
"MCE",13194,37.28472222,-120.513518533333,"USW00023257"
"MCF",13195,27.849166665,-82.52138889,"USW00012810"
"MCG",13196,62.9523148166667,-155.6059259,"USW00026510"
"MCI",13198,39.2975,-94.71388889,"USW00003947"
"MCK",13200,40.2062962966667,-100.591388866667,"USW00094040"
"MCL",13201,63.6437037033333,-148.792129633333,"USA00702646"
"MCN",13203,32.694305555,-83.64916667,"USW00003813"
"MCO",13204,28.430555555,-81.316805555,"USW00012815"
"MCW",13211,43.157611112,-93.330888888,"USW00014940"
"MD1",16463,38.94138889,-76.7725,"USW00000358"
"MD2",16710,38.5981481466667,-77.0726851866667,"USW00093728"
"MD3",16974,39.567638885,-76.20277778,"USW00013701"
"MD4",17026,39.49361111,-76.17444444,"USW00013701"
"MD5",17028,39.29583333,-76.59194444,"USP180470-1"
"MD6",17044,39.57416666,-75.86972222,"USL000CHCM2"
"MDA",13214,29.432222225,-98.3775,"USW00012938"
"MDD",13217,32.036500002,-102.10155556,"USW00003071"
"MDF",13219,45.101333334,-90.30111111,"USW00054911"
"MDH",13221,37.779722225,-89.24944444,"USW00093810"
"MDJ",13223,44.668194445,-121.1591667,"USI0000KS33"
"MDN",17047,38.76,-85.46472222,"USI0000KIMS"
"MDO",13226,59.45152778,-146.3036111,"USW00025402"
"MDR",13228,63.10694444,-154.7166667,"USW00000104"
"MDT",13230,40.19305556,-76.76236111,"USW00014711"
"MDW",13232,41.785416665,-87.75222222,"USW00014819"
"MDY",13234,28.201527775,-177.37944445,"MQW00022701"
"ME1",13236,44.99208333,-70.66486111,"USI0000K8B0"
"ME2",16503,44.3025,-68.91055556,"USC00177255"
"ME3",16540,44.40944444,-69.01194444,"USC00177255"
"ME4",16553,44.1575,-70.48138889,"USW00094709"
"ME5",16627,44.42527778,-70.81,"USC00177336"
"ME6",16633,44.50055556,-71.87833333,"USW00000151"
"ME7",16736,44.17333333,-68.68027778,"USW00094601"
"ME8",16903,44.91,-67.01277778,"USW00014608"
"ME9",16937,45.46277778,-69.55166667,"USW00094626"
"MEI",13241,32.33486111,-88.750555555,"USW00013865"
"MEJ",13242,41.62666667,-80.21472222,"USW00004843"
"MEM",13244,35.04611111,-89.97763889,"USW00013893"
"MEO",13246,35.91888889,-75.69555556,"USW00013766"
"MER",13249,37.38055556,-120.5680556,"USW00023203"
"MEV",13251,39.000611112,-119.75138886,"USI0000KMEV"
"MFD",13255,40.820694445,-82.514722225,"USW00014891"
"MFE",13256,26.1762037,-98.23898148,"USW00012959"
"MFH",13259,36.83402778,-114.05555555,"USC00265846"
"MFI",13260,44.635416665,-90.188055555,"USW00094985"
"MFR",13264,42.3740972225,-122.8728472,"USW00024225"
"MFT",13266,32.85611111,-97.2,"USC00413285"
"MFV",13268,37.646805555,-75.76125,"USW00003716"
"MGC",13271,41.702666664,-86.820222222,"USW00000384"
"MGE",13273,33.914833332,-84.516555558,"USW00013864"
"MGJ",13275,41.511055554,-74.264166666,"USW00004789"
"MGM",13277,32.30027778,-86.3925,"USW00013895"
"MGR",13280,31.06944444,-83.80277778,"USW00053817"
"MGW",13282,39.6433333342857,-79.9169444442857,"USW00013736"
"MGY",13283,39.59,-84.224305555,"USW00053859"
"MHE",13287,43.775,-98.038333335,"USW00094950"
"MHK",13290,39.14148148,-96.6708333333333,"USW00003936"
"MHL",13291,39.09777778,-93.20138889,"USW00013991"
"MHM",13292,63.88597222,-152.3019444,"USW00026512"
"MHR",13295,38.555833335,-121.2963889,"USW00023206"
"MHT",13296,42.93611111,-71.437666666,"USW00014710"
"MHV",13297,35.0600793671429,-118.150476228571,"USW00003183"
"MI1",13300,43.14222222,-85.25388889,"USC00207828"
"MI2",13301,42.742833336,-86.107222224,"USW00004839"
"MI3",13302,42.62944444,-83.983194445,"USW00004887"
"MI4",16424,44.62527778,-86.200722222,"USW00054818"
"MI5",10841,45.16583333,-84.92416667,"USC00202381"
"MI6",16683,41.99305556,-86.128194445,"USW00094871"
"MI7",16821,42.35138889,-86.25583333,"USW00054826"
"MIA",13303,25.7934259266667,-80.2874074066667,"USW00012839"
"MIB",13304,48.415694445,-101.3576389,"USW00094011"
"MIC",13305,45.06222222,-93.3537962966667,"USW00094960"
"MIE",13307,40.2406481466667,-85.3949074033333,"USW00094895"
"MIO",13314,36.90877778,-94.8875,"USI0000KMIO"
"MIQ",13316,41.19611111,-96.11208333,"USW00004992"
"MIT",13319,35.506833332,-119.192,"USW00023155"
"MIV",13321,39.36791667,-75.07333333,"USW00013735"
"MIW",13322,42.11361111,-92.918472225,"USW00094988"
"MJQ",13335,43.63333333,-94.98333333,"USW00004946"
"MJX",13338,39.9270370366667,-74.2935648166667,"USW00000462"
"MKC",13341,39.123194445,-94.59277778,"USW00013988"
"MKE",13342,42.9479761885714,-87.8969047614286,"USW00014839"
"MKG",13344,43.1690740766667,-86.2368518533333,"USW00014840"
"MKK",13347,21.15277778,-157.09819445,"USW00022534"
"MKL",13348,35.600694445,-88.91541667,"USW00003811"
"MKN",16948,31.92027778,-98.59916667,"USW00053997"
"MKO",13350,35.658333336,-95.36266667,"USW00093953"
"MKT",13354,44.223194445,-93.918888885,"USW00014954"
"MLB",13360,28.10263889,-80.64416667,"USW00012838"
"MLC",13361,34.88138889,-95.784166665,"USW00063902"
"MLD",13362,42.17,-112.2912963,"USW00024151"
"MLF",13364,38.42666667,-113.01291665,"USW00023176"
"MLI",13367,41.4483333328571,-90.5076587314286,"USW00014923"
"MLJ",16976,33.15416667,-83.24138889,"USW00063886"
"MLK",13368,48.36694444,-107.9194444,"USI0000KM75"
"MLL",13369,61.86416667,-162.0261111,"USW00000105"
"MLS",13375,46.42828704,-105.88564815,"USW00024037"
"MLT",13376,45.64777778,-68.68555556,"USW00014610"
"MLU",13377,32.5108333333333,-92.0375925933333,"USW00013942"
"MLY",13381,64.99366667,-150.6452778,"USW00026524"
"MMH",13388,37.63111111,-118.8513889,"USW00003181"
"MMI",13389,35.39791667,-84.562222225,"USI0000KMMI"
"MML",13392,44.44962963,-95.8213888866667,"USW00094976"
"MMN",13394,42.4607870383333,-71.518333335,"USW00004769"
"MMT",13397,33.92033333,-80.800944444,"USW00003858"
"MMU",13398,40.799305555,-74.415416665,"USW00054738"
"MN1",13401,47.59277778,-95.77361111,"USW00004929"
"MN2",13402,46.41875,-92.80472222,"USW00004954"
"MN3",13403,45.305000004,-96.424555552,"USW00004982"
"MN4",16469,46.45013889,-95.21083333,"USW00094997"
"MN5",16500,44.58944444,-92.485,"USW00004967"
"MN6",16589,48.75277778,-96.94305556,"USW00004934"
"MN7",16795,45.145,-93.21027778,"USW00094974"
"MN8",16993,47.15944444,-94.64527778,"USI0000KY49"
"MNM",13409,45.1258333366667,-87.63810185,"USW00094896"
"MNN",13410,40.61638889,-83.06458333,"USA00725218"
"MNT",13415,65.1450925933333,-149.369537033333,"USW00026524"
"MNZ",13418,38.721388888,-77.515833336,"USW00003710"
"MO1",13419,39.3325,-94.30958333,"USW00000354"
"MO2",13420,38.5875,-90.99388889,"USW00000116"
"MO3",16775,37.875,-92.40805556,"USC00234136"
"MO4",16915,38.35472222,-93.67916667,"USW00000222"
"MO5",16941,39.77138888,-93.01277778,"USW00013301"
"MOB",13422,30.68986111,-88.241805555,"USW00013894"
"MOD",13424,37.626388885,-120.9548611,"USW00023258"
"MOP",13429,43.62125,-84.735277775,"USW00004885"
"MOR",13431,36.17944444,-83.375694445,"USI0000KMOR"
"MOS",13432,64.69680556,-162.05027775,"USW00026620"
"MOT",13433,48.25861111,-101.27944445,"USW00024013"
"MOU",13434,62.093888888,-163.68922222,"USW00026635"
"MPB",13439,25.77833333,-80.17027778,"USL000VAKF1"
"MPE",16501,41.27111111,-72.54972222,"USW00000169"
"MPJ",13441,35.138194445,-92.91041667,"USW00053920"
"MPO",13446,41.1376851866667,-75.3783333333333,"USW00054789"
"MPR",13447,38.35388889,-97.69138889,"USW00003877"
"MPS",13448,33.12861111,-94.97583333,"USW00053962"
"MPV",13450,44.20347222,-72.564444445,"USW00094705"
"MQB",13452,40.52,-90.6525,"USW00004949"
"MQI",16634,42.25,-71,"USW00014789"
"MQJ",13453,39.84338889,-85.897277776,"USI0000KMQJ"
"MQT",13459,46.35138889,-87.395833335,"USW00014851"
"MQY",13461,36.00888889,-86.52,"USW00013827"
"MRB",13463,39.401999998,-77.984111112,"USW00013734"
"MRC",13464,35.55444444,-87.17953704,"USW00000463"
"MRF",16679,30.37111111,-104.0175,"USW00093035"
"MRH",13466,34.73416667,-76.66027778,"USW00093765"
"MRI",13467,61.214166665,-149.845740716667,"USW00026409"
"MRK",13469,25.9949074066667,-81.6725925933333,"USI0000KMKY"
"MRN",13470,35.83333333,-81.61666667,"USW00063859"
"MRY",13476,36.587166664,-121.8440556,"USW00023259"
"MS1",13478,33.8325,-89.798194445,"USI0000KGNF"
"MS2",16414,30.4875,-89.65111111,"USI0000KMJD"
"MS3",16468,32.79916667,-89.12611111,"USC00226400"
"MS4",16743,34.36361111,-89.89277778,"USI0000KPMU"
"MS5",16952,33.7625,-90.75805556,"USW00000474"
"MS6",16979,31.29777778,-89.81138889,"USI0000K0R0"
"MSC",13480,33.46083333,-111.7283333,"USW00003185"
"MSL",13484,34.74527778,-87.61027778,"USW00013896"
"MSN",13485,43.14097222,-89.33722222,"USW00014837"
"MSO",13486,46.9161111133333,-114.089537066667,"USW00024153"
"MSP",13487,44.884027775,-93.219722225,"USW00014947"
"MSS",13490,44.9363492057143,-74.8453968271428,"USW00094725"
"MSV",13493,41.70166667,-74.795,"USW00054746"
"MSY",13495,29.992888886,-90.25716667,"USW00012916"
"MT1",13497,45.85277778,-106.7091667,"USC00240330"
"MT2",16692,45.87805556,-111.5694444,"USC00245122"
"MT3",16936,45.275138885,-111.6488889,"USI0000KEKS"
"MTC",13498,42.609055554,-82.836444444,"USW00014804"
"MTH",13501,24.72611111,-81.05138889,"USW00012896"
"MTJ",13502,38.50513889,-107.89444445,"USW00093013"
"MTM",13504,55.13333333,-131.5833333,"USW00025377"
"MTN",13505,39.32555556,-76.41388889,"USW00093744"
"MTO",13506,39.478055558,-88.279333334,"USW00053802"
"MTP",13507,41.07666667,-71.92055556,"USW00054780"
"MTW",13512,44.129305555,-87.68138889,"USW00094897"
"MTX",13513,64.8075,-147.76125,"USW00026411"
"MUE",13520,20.00138889,-155.6680556,"USI0000PHMU"
"MUL",13523,31.13763889,-83.70416667,"USW00013835"
"MUO",13525,43.04361111,-115.87208335,"USW00024106"
"MUT",13527,41.367222225,-91.146666665,"USW00004950"
"MVC",16527,31.45805556,-87.35111111,"USW00053820"
"MVL",13535,44.53483333,-72.614,"USW00054771"
"MVM",13536,36.713055555,-110.23263885,"USW00053169"
"MVN",13537,38.323194445,-88.85861111,"USW00093894"
"MVW",13540,48.470611112,-122.41911112,"USW00094282"
"MVY",13541,41.393055555,-70.61527778,"USW00094724"
"MWA",13543,37.754388888,-89.012166666,"USW00003865"
"MWC",13544,43.10986111,-88.034305555,"USW00094869"
"MWH",13546,47.2079861125,-119.3190278,"USW00024110"
"MWL",13547,32.7818055575,-98.0604861125,"USW00093985"
"MWM",13548,43.912916665,-95.108888885,"USW00004952"
"MWO",13549,39.53175926,-84.3964814833333,"USW00063887"
"MXC",13553,37.93722222,-109.3463889,"USC00055970"
"MXE",13554,34.791999998,-79.365888886,"USW00093782"
"MXF",13555,32.381111115,-86.364166665,"USW00013821"
"MXG",13556,42.34305556,-71.509166665,"USW00004769"
"MXY",13564,61.437722222,-142.90722222,"USW00046404"
"MYF",13570,32.81583333,-117.1394444,"USW00003131"
"MYH",13572,36.73433333,-111.7528889,"USW00053164"
"MYK",13574,61.336000002,-142.68594444,"USW00046404"
"MYL",13575,44.88875,-116.1016667,"USC00105708"
"MYR",13577,33.679444445,-78.929027775,"USW00013717"
"MYU",13579,60.372111112,-166.26994448,"USW00026622"
"MYV",13580,39.09791667,-121.5697222,"USW00093205"
"MZJ",13587,32.509166665,-111.3273611,"USI0000KMZJ"
"MZZ",13595,40.490416665,-85.67958333,"USW00094852"
"N1C",13697,34.901944445,-76.88083333,"USW00013754"
"N1J",16861,40.82,-74.85527778,"USL000NBLP1"
"N1Y",16680,42.9083333333333,-77.3240740766667,"USC00308839"
"N2C",16719,35.0179629633333,-80.6213888866667,"USW00053872"
"N2J",16924,40.581805555,-74.736111115,"USW00054785"
"N2Y",16715,42.883333335,-76.781666665,"USC00301265"
"N3C",16728,35.2223148133333,-83.4197222233333,"USW00063844"
"N3Y",16724,43.87722222,-73.41305556,"USW00014772"
"N47",13596,40.26041667,-75.67083333,"USW00054782"
"N4C",16750,35.5825,-79.10138889,"USW00003723"
"N4Y",16815,40.846805555,-72.46513889,"USW00014719"
"N5C",16754,34.27277778,-78.715,"USW00093799"
"N5Y",16863,42.56083333,-73.83388889,"USW00014796"
"N6C",16769,35.70425926,-79.50416667,"USW00000340"
"N6Y",16867,41.728333335,-74.37722222,"USC00305426"
"N7C",16883,36.2975,-77.17083333,"USW00093796"
"N7Y",16966,41.08666667,-72.32638889,"USW00064761"
"N87",13597,40.21388889,-74.60166667,"USW00014773"
"N8C",16927,33.93083333,-78.07333333,"USW00003721"
"N8K",16818,60.72527778,-151.3022222,"USL000NKTA2"
"N8Y",17040,42.2661111,-74.135,"USC00304025"
"NAD",13599,42.6962301585714,-73.1705952414286,"USW00054768"
"NAX",12549,21.30888889,-158.075,"USW00022551"
"NBG",13612,29.82611111,-90.030833335,"USW00093906"
"NBJ",13613,41.53333333,-72.04305556,"USL000NLNC3"
"NBU",13617,42.08333333,-87.81833333,"USW00014855"
"NC1",13619,35.2026851866667,-81.1499074066667,"USW00053870"
"NC2",13620,35.54083333,-78.39027778,"USW00003713"
"NC3",13621,35.255694445,-81.60083333,"USW00063843"
"NC4",13622,36.399444445,-76.015833335,"USW00003737"
"NC5",13623,35,-77.98166667,"USW00003702"
"NC6",16502,36.36138889,-78.529444445,"USW00003711"
"NC7",16510,34.73375,-76.66041667,"USW00093765"
"NC8",16552,36.049166665,-79.47402778,"USW00093783"
"NC9",16640,34.89138889,-79.75972222,"USW00003738"
"NCN",13629,60.077916665,-147.9933333,"USW00026417"
"NCO",13630,41.59944444,-71.41666667,"USW00054752"
"NCQ",13632,33.91486111,-84.51527778,"USW00013864"
"ND1",13637,46.648666666,-96.998833334,"USW00004939"
"NE1",13645,40.925722226,-100.14700002,"USI0000KCZD"
"NE2",13646,41.4158333333333,-96.1104629633333,"USW00000436"
"NE3",16661,40.89638889,-97.62416667,"USW00014989"
"NE4",16805,40.48194444,-101.8130556,"USW00024091"
"NEA",13647,31.25055556,-81.47611111,"USW00093836"
"NEL",13650,40.029166665,-74.375694445,"USW00014780"
"NEU",16396,60.55,-148.1666667,"USW00026436"
"NEW",13655,30.04097222,-90.0275,"USW00053917"
"NFL",13656,39.417222225,-118.69930555,"USW00093102"
"NGC",13659,36.18333333,-112.1333333,"USW00003195"
"NGF",13662,21.45055556,-157.7680556,"USW00022519"
"NGM",13663,13.44972222,144.75,"GQL000PGBP7"
"NGP",13665,27.69277778,-97.290694445,"USW00012926"
"NGU",13667,36.937555556,-76.289444448,"USW00013750"
"NGZ",13668,37.79055556,-122.3255556,"USW00023239"
"NH1",16548,42.961944445,-70.829444445,"USL000BGXN3"
"NH2",16730,44.394166665,-71.19805556,"USC00276818"
"NH3",16731,44.08027778,-72.00777778,"USC00278885"
"NH4",16813,43.7677777766667,-71.3872222233333,"USW00054736"
"NH5",16868,43.06138889,-71.90527778,"USC00274218"
"NH6",17043,43.38694444,-72.1875,"USC00275868"
"NHK",13671,38.288444446,-76.411277778,"USW00013721"
"NHZ",13674,43.892333332,-69.938944446,"USW00014611"
"NIB",13676,63.018333335,-154.36875,"USW00000104"
"NIE",13678,55.06666667,-132.1458333,"USW00025381"
"NIN",13681,60.019583335,-151.5884722,"USW00025507"
"NIP",13682,30.2338492071429,-81.6755555557143,"USW00093837"
"NJ1",13685,39.77833333,-74.94777778,"USL000PHBP1"
"NJ2",13686,39.665500002,-74.307833336,"USL000JCRN4"
"NJ3",14899,40.62611111,-74.67013889,"USW00054785"
"NJ4",16568,39.26347222,-74.6075,"USL000ACYN4"
"NJ5",16585,41.20027778,-74.62305556,"USW00054793"
"NJ6",16625,39.93416667,-74.80722222,"USW00093780"
"NJ7",16727,40.33,-74.34666667,"USW00054760"
"NJ8",16792,41.12833333,-74.34666667,"USW00054793"
"NJ9",16851,39.70555556,-75.03305556,"USW00013771"
"NJK",13689,32.82777778,-115.669722233333,"USW00023199"
"NKI",13693,55.875,-133.2208333,"USW00025367"
"NKT",13697,34.9025,-76.88138889,"USW00013754"
"NKV",13698,55.85,-133.2166667,"USW00025367"
"NKX",13700,32.86861111,-117.14261114,"USW00093107"
"NLC",13702,36.33305556,-119.95211108,"USW00023110"
"NLG",13704,56.0075,-161.1638889,"USW00000110"
"NM1",16635,34.645,-106.8336111,"USW00000258"
"NM2",16873,32.98944444,-106.9694444,"USI0000K0A0"
"NM3",16968,34.97805556,-106,"USW00003033"
"NME",13710,60.474444446,-164.70616666,"USA00702987"
"NNK",13714,58.73375,-157.0226389,"USI0000PFWS"
"NNL",13715,59.97916667,-154.8402778,"USW00025506"
"NOT",13725,38.143777776,-122.55694444,"USW00000135"
"NPA",13728,30.353055555,-87.31916667,"USW00003855"
"NPT",13731,41.5320833325,-71.28201389,"USW00014787"
"NQA",13732,35.35666667,-89.870444448,"USA00723345"
"NQI",13733,27.50569444,-97.808888885,"USW00012928"
"NQX",13736,24.575277776,-81.688055558,"USW00012850"
"NRB",13739,30.39152778,-81.424166665,"USL000MYPF1"
"NRI",13740,36.57736111,-94.861666665,"USW00053941"
"NRR",13743,18.24972222,-65.63555556,"RQW00011630"
"NSE",13747,30.72351852,-87.02259259,"USW00093841"
"NSF",13748,38.81083333,-76.866999996,"USW00013705"
"NSL",13750,28.61486111,-80.69458333,"USW00092821"
"NTD",13756,34.119833336,-119.1202222,"USW00093111"
"NTU",13763,36.82166667,-76.032916665,"USW00013769"
"NUI",13767,70.21,-151.00572224,"USW00027515"
"NUL",13768,64.72861111,-158.0754167,"USW00026501"
"NUN",13769,30.46958333,-87.33805556,"USA00722227"
"NUP",13770,60.900277775,-162.45361115,"USI0000PPIT"
"NUQ",13771,37.4155555566667,-122.048240733333,"USW00023244"
"NUW",13772,48.35208333,-122.655,"USW00024255"
"NV1",13773,36.56805556,-114.4433333,"USC00265846"
"NV2",16566,35.76833333,-115.3297222,"USW00053127"
"NV3",16572,35.44444444,-114.9094444,"USC00267369"
"NV4",16711,39.66805556,-119.8763889,"USW00000279"
"NV5",16725,40.7596296283333,-119.212499983333,"USC00267192"
"NV6",16817,36.27194444,-115.9952778,"USW00003160"
